City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Oranjemund,NA,-28.55,16.4333,61.3,62,0,5.77,clear sky
346,Tabuk,PH,17.4189,121.4443,88.18,54,76,4.07,broken clouds
347,Zyryanka,RU,65.75,150.85,26.94,82,100,9.71,overcast clouds
348,Kloulklubed,PW,7.0419,134.2556,82.9,71,100,3.89,overcast clouds
349,Polunochnoye,RU,60.8697,60.4153,34.56,74,83,5.93,broken clouds
350,Ust-Omchug,RU,61.15,149.6333,22.33,70,100,2.17,overcast clouds
351,Amboise,FR,47.4125,0.9827,45.14,87,0,3.44,clear sky
352,Luderitz,NA,-26.6481,15.1594,68.41,53,0,6.91,clear sky
353,Anju,KP,39.6178,125.6647,67.42,28,35,5.06,scattered clouds
354,Byron Bay,AU,-28.65,153.6167,76.95,64,52,7.61,broken clouds
355,Humboldt,US,40.6665,-123.9178,38.86,86,85,5.19,overcast clouds
356,Kilindoni,TZ,-7.9139,39.6668,80.19,82,26,12.19,light rain
357,Nome,US,64.5011,-165.4064,33.87,75,100,13.8,overcast clouds
358,Bontang,ID,0.1333,117.5,84.49,72,54,9.44,broken clouds
359,Ngaoundere,CM,7.3167,13.5833,66.74,86,73,3.83,broken clouds
360,Constitucion,CL,-35.3333,-72.4167,50.88,90,50,5.01,scattered clouds
361,Dikson,RU,73.5069,80.5464,8.53,92,100,5.01,overcast clouds
362,Loa Janan,ID,-0.583,117.095,85.95,76,76,3.94,broken clouds
363,Rojhan,PK,28.6868,69.9534,95.77,23,99,4.21,overcast clouds
364,Beyneu,KZ,45.3167,55.2,67.8,28,0,5.03,clear sky
365,Pekan,MY,3.4836,103.3996,84.31,62,86,7.83,heavy intensity rain
366,Chokurdakh,RU,70.6333,147.9167,15.24,90,49,5.1,scattered clouds
367,Gazli,UZ,40.1333,63.45,64.47,50,100,13.71,overcast clouds
368,Gusinoye Ozero,RU,51.1144,106.2614,63.48,28,26,3.13,scattered clouds
369,Perevolotskiy,RU,51.8763,54.1938,55.17,57,100,7.38,overcast clouds
370,San Onofre,CO,9.7359,-75.5263,79.57,83,98,4.05,overcast clouds
371,Dombarovskiy,RU,50.7587,59.5386,55.31,53,9,3.4,clear sky
372,Dalbandin,PK,28.8947,64.4101,87.66,17,22,13.4,few clouds
373,Erzin,TR,36.9559,36.2,68.31,36,100,17.31,overcast clouds
374,Ileza,RU,61.0533,43.9002,32.61,98,100,5.17,light snow
375,Port Blair,IN,11.6667,92.75,87.84,70,20,6.91,few clouds
376,Sur,OM,22.5667,59.5289,89.67,49,0,10.38,clear sky
377,Svetlogorsk,BY,52.6333,29.7333,33.49,96,100,8.81,light snow
378,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,27.93,93,10,6.71,clear sky
379,Lugoba,TZ,-6.45,38.3333,73.49,93,78,4.05,broken clouds
380,Prieska,ZA,-29.6641,22.7474,58.64,69,0,3.62,clear sky
381,Wanning,CN,18.8003,110.3967,81.77,72,31,8.1,scattered clouds
382,Codrington,AU,-38.2667,141.9667,59.52,70,100,10.49,overcast clouds
383,Puerto Escondido,MX,15.85,-97.0667,80.8,73,10,8.48,clear sky
384,Cap Malheureux,MU,-19.9842,57.6142,79.47,88,14,4.0,few clouds
385,Bileca,BA,42.8719,18.4297,46.29,70,100,9.44,overcast clouds
386,Vao,NC,-22.6667,167.4833,77.18,69,64,5.01,broken clouds
387,Palu,ID,-0.8917,119.8707,91.42,57,92,4.7,overcast clouds
388,Imbituba,BR,-28.24,-48.6703,65.86,79,37,1.79,scattered clouds
389,Seminole,US,28.7086,-81.2081,73.06,91,75,8.05,broken clouds
390,Swan Hill,AU,-35.3378,143.5544,63.41,75,100,7.0,moderate rain
391,Henties Bay,NA,-22.116,14.2845,61.65,77,11,5.3,few clouds
392,Uni,RU,57.7535,51.4923,31.66,93,100,11.21,light snow
393,Kurri Kurri,AU,-32.8167,151.4833,79.79,59,88,3.87,overcast clouds
394,Dauphin,CA,51.1494,-100.0502,17.74,86,0,6.91,clear sky
395,Bubaque,GW,11.2833,-15.8333,73.92,76,17,10.98,few clouds
396,Senneterre,CA,48.3835,-77.2328,19.9,97,15,3.0,few clouds
397,Deer Lake,CA,49.1667,-57.4316,35.46,80,100,20.71,overcast clouds
398,Chernyshevskiy,RU,63.0128,112.4714,28.17,80,100,15.68,overcast clouds
399,Inirida,CO,3.8653,-67.9239,73.18,98,100,2.84,overcast clouds
400,Kabinda,CD,-6.1333,24.4833,68.04,91,43,4.25,scattered clouds
401,Howard Springs,AU,-12.497,131.047,94.98,62,43,4.79,scattered clouds
402,Pustoshka,RU,56.3355,29.369,35.83,71,85,6.93,overcast clouds
403,Hochdorf,CH,47.1667,8.2833,37.85,87,2,0.0,clear sky
404,Crailsheim,DE,49.1344,10.0719,36.52,74,4,5.26,clear sky
405,Adre,TD,13.4667,22.2,81.61,30,20,6.13,few clouds
406,Komsomolskiy,UZ,40.4272,71.7189,75.92,31,40,6.91,scattered clouds
407,Barcelos,PT,41.5388,-8.6151,53.85,87,0,5.48,clear sky
408,Floro,NO,61.5996,5.0328,44.96,87,0,6.91,clear sky
409,Lianzhou,CN,24.7811,112.3825,55.4,95,100,3.62,light rain
410,Vardo,NO,70.3705,31.1107,39.99,90,100,11.32,overcast clouds
411,Saurimo,AO,-9.6608,20.3916,63.9,97,94,3.94,overcast clouds
412,Emerald,AU,-23.5333,148.1667,86.14,30,0,8.05,clear sky
413,Aswan,EG,24.0934,32.907,78.1,13,0,2.3,clear sky
414,Ostrovnoy,RU,68.0531,39.5131,33.78,93,100,6.8,overcast clouds
415,Mkushi,ZM,-13.6202,29.3939,62.15,95,9,4.03,clear sky
416,Bud,US,39.447,-86.1758,46.42,58,98,8.63,overcast clouds
417,Nantucket,US,41.2835,-70.0995,44.15,60,0,9.22,clear sky
418,Kismayo,SO,-0.3582,42.5454,84.54,73,100,14.72,overcast clouds
419,Araouane,ML,18.9048,-3.5265,69.3,28,0,9.78,clear sky
420,Benjamin Constant,BR,-4.3831,-70.0311,77.13,100,100,2.19,overcast clouds
421,Karratha,AU,-20.7377,116.8463,95.99,26,8,18.59,clear sky
422,Isiro,CD,2.7739,27.616,68.92,87,99,1.01,overcast clouds
423,Izmit,TR,40.7669,29.9169,48.18,100,100,2.3,light intensity drizzle
424,Mikhaylovka,RU,50.06,43.2379,53.78,60,100,10.38,overcast clouds
425,Sarahan,IN,31.5167,77.8,70.7,25,2,5.08,clear sky
426,Jinka,ET,5.65,36.65,65.3,85,95,2.39,overcast clouds
427,Noormarkku,FI,61.5927,21.8685,33.58,93,0,2.3,clear sky
428,Muyezerskiy,RU,63.9333,31.65,36.01,97,100,2.51,overcast clouds
429,Kudahuvadhoo,MV,2.6708,72.8944,84.38,64,44,10.36,scattered clouds
430,Puerto Del Rosario,ES,28.5004,-13.8627,67.75,77,0,9.22,clear sky
431,Paracuru,BR,-3.41,-39.0306,76.1,86,95,3.85,overcast clouds
432,Russkaya Polyana,UA,49.417,31.9201,35.13,79,100,9.78,overcast clouds
433,Taksimo,RU,56.3444,114.8794,48.33,77,66,2.26,broken clouds
434,Derzhavinsk,KZ,51.1,66.3167,54.77,49,100,11.81,overcast clouds
435,Ca Mau,VN,9.1769,105.15,91.92,52,88,12.68,overcast clouds
436,Udachnyy,RU,66.4167,112.4,25.45,79,100,27.72,light snow
437,Banavar,IN,13.4136,76.1683,85.87,42,0,2.86,clear sky
438,Mana,GF,5.6592,-53.7767,76.39,89,21,7.54,few clouds
439,Muros,ES,42.7762,-9.0603,55.83,83,84,13.53,broken clouds
440,Eydhafushi,MV,5.1033,73.0708,84.56,70,85,10.31,overcast clouds
441,Soure,BR,-0.7167,-48.5233,76.96,87,100,0.47,overcast clouds
442,Kinsale,IE,51.7075,-8.5306,42.17,87,40,2.3,scattered clouds
443,Harper,LR,4.375,-7.7169,77.07,88,75,0.45,broken clouds
444,San Patricio,US,28.017,-97.5169,76.87,93,31,6.46,scattered clouds
445,Carutapera,BR,-1.195,-46.02,74.46,95,100,1.57,overcast clouds
446,Mahajanga,MG,-15.7167,46.3167,75.22,88,20,4.61,few clouds
447,Esil,KZ,51.9556,66.4042,53.53,44,100,11.72,overcast clouds
448,Narasapur,IN,16.45,81.6667,92.97,53,75,7.45,broken clouds
449,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.18,98,67,1.66,broken clouds
450,Vila Franca Do Campo,PT,37.7167,-25.4333,57.61,73,64,11.81,broken clouds
451,Kamenka,RU,51.3223,42.7678,54.84,71,100,7.63,overcast clouds
452,Katherine,AU,-14.4667,132.2667,97.12,30,40,4.61,scattered clouds
453,Meiringen,CH,46.7268,8.184,48.0,59,1,4.85,clear sky
454,San Rafael,AR,-34.6177,-68.3301,60.04,46,5,8.88,clear sky
455,Nizamabad,IN,18.6667,78.1167,98.96,24,3,9.17,clear sky
456,Tacuarembo,UY,-31.7333,-55.9833,59.34,77,100,4.65,overcast clouds
457,Marrakesh,MA,31.6315,-8.0083,64.47,52,0,4.61,clear sky
458,Dalvik,IS,65.9702,-18.5286,40.93,99,100,1.41,overcast clouds
459,Vicksburg,US,32.3526,-90.8779,69.48,88,100,3.44,overcast clouds
460,Adrar,MR,20.5022,-10.0711,72.07,17,89,12.08,overcast clouds
461,Fort Wellington,GY,6.4,-57.6,76.44,84,12,8.34,few clouds
462,Talnakh,RU,69.4865,88.3972,9.21,88,100,5.82,overcast clouds
463,Gizo,SB,-8.103,156.8419,84.47,70,41,7.81,light rain
464,Itacoatiara,BR,-3.1431,-58.4442,73.69,97,99,2.1,overcast clouds
465,Hangu,CN,39.2489,117.7892,69.84,28,99,17.94,overcast clouds
466,Perth,AU,-31.9333,115.8333,73.67,40,0,8.05,clear sky
467,Sokna,NO,60.24,9.9235,44.13,83,62,1.19,broken clouds
468,Acajutla,SV,13.5928,-89.8275,81.93,77,95,6.31,overcast clouds
469,Fengrun,CN,39.8333,118.1167,72.14,17,50,7.23,scattered clouds
470,Sidvokodvo,SZ,-26.6282,31.4202,61.43,95,100,1.52,light rain
471,Portel,BR,-1.9356,-50.8211,73.53,96,98,2.53,heavy intensity rain
472,Healdsburg,US,38.6105,-122.8692,46.9,76,0,3.44,clear sky
473,Voh,NC,-20.9667,164.7,76.64,78,99,3.38,overcast clouds
474,Andenes,NO,69.3143,16.1194,42.78,81,100,8.05,overcast clouds
475,Istok,XK,42.7808,20.4875,39.81,91,100,4.09,overcast clouds
476,Saint-Augustin,CA,51.226,-58.6502,31.89,99,100,8.63,snow
477,Segezha,RU,63.7415,34.3222,34.36,99,100,3.06,overcast clouds
478,Mazamari,PE,-11.3258,-74.5308,71.67,93,94,0.47,overcast clouds
479,Kungurtug,RU,50.5994,97.5228,52.77,39,4,2.75,clear sky
480,Sorong,ID,-0.8833,131.25,85.51,70,78,12.95,broken clouds
481,Fortuna,US,40.5982,-124.1573,47.66,81,0,3.44,clear sky
482,Adamovka,RU,51.5223,59.9396,52.61,60,67,3.36,broken clouds
483,Stavyshche,UA,50.4,29.5333,33.37,79,71,8.32,broken clouds
484,Huambo,AO,-12.7761,15.7392,57.78,97,100,2.51,overcast clouds
485,Bambanglipuro,ID,-7.95,110.2833,88.32,64,83,5.68,light rain
486,Kaeo,NZ,-35.1,173.7833,69.33,98,100,10.4,light rain
487,Alberton,CA,46.8168,-64.0654,37.31,90,12,17.38,light rain
488,Piacabucu,BR,-10.4056,-36.4344,77.52,83,92,7.65,overcast clouds
489,Bayir,TR,37.2687,28.2167,57.72,91,63,6.98,broken clouds
490,Balaipungut,ID,1.05,101.2833,77.31,93,100,3.11,overcast clouds
491,Pacific Grove,US,36.6177,-121.9166,52.25,82,0,6.91,clear sky
492,Santa Maria,BR,-29.6842,-53.8069,55.0,96,55,5.23,broken clouds
493,Kharp,RU,66.8014,65.8081,28.09,88,100,7.25,overcast clouds
494,Murupara,NZ,-38.4667,176.7,55.96,95,100,3.18,overcast clouds
495,Madang,PG,-5.2246,145.7966,83.73,76,85,5.35,overcast clouds
496,Suntar,RU,62.1444,117.6319,38.46,72,100,13.29,light rain
497,Zuwarah,LY,32.9312,12.082,59.86,68,87,17.13,overcast clouds
498,Deputatskiy,RU,69.3,139.9,12.6,89,98,3.94,overcast clouds
499,Aguimes,ES,27.9054,-15.4461,72.23,35,0,5.75,clear sky
500,Shingu,JP,33.7333,135.9833,66.76,76,100,5.97,overcast clouds
501,Lamu,KE,-2.2717,40.902,79.02,78,100,12.37,light rain
502,Cururupu,BR,-1.8283,-44.8683,73.9,97,100,0.4,overcast clouds
503,Vostok,RU,46.4856,135.8833,41.22,42,99,11.97,overcast clouds
504,Artigas,UY,-30.4,-56.4667,55.36,91,7,8.1,clear sky
505,Padang,ID,-0.9492,100.3543,78.85,73,99,3.4,light rain
506,Jaguariaiva,BR,-24.2511,-49.7058,52.48,96,19,5.53,few clouds
507,Freeport,US,40.6576,-73.5832,45.01,52,0,6.91,clear sky
508,Bundaberg,AU,-24.85,152.35,82.22,52,22,10.36,few clouds
509,San Vicente,AR,-26.6167,-54.1333,52.92,89,4,1.83,clear sky
510,Grand Gaube,MU,-20.0064,57.6608,79.38,88,14,5.01,few clouds
511,Road Town,VG,18.4167,-64.6167,78.89,78,100,23.17,overcast clouds
512,Margate,GB,51.3813,1.3862,47.7,74,15,5.93,few clouds
513,Sungairaya,ID,0.7,108.9,89.89,61,54,7.94,broken clouds
514,Puerto El Triunfo,SV,13.2833,-88.55,81.16,78,85,3.56,overcast clouds
515,Les Cayes,HT,18.2,-73.75,74.86,82,91,8.75,overcast clouds
516,Kokstad,ZA,-30.5472,29.4241,49.5,97,90,3.42,overcast clouds
517,Husavik,IS,66.0449,-17.3389,38.3,99,100,2.04,light rain
518,Calbuco,CL,-41.768,-73.1273,54.61,79,97,3.67,overcast clouds
519,Smolenka,RU,52.1352,113.4974,64.47,22,100,13.42,overcast clouds
520,Porto Torres,IT,40.835,8.3972,37.58,52,49,5.28,scattered clouds
521,Tanda,IN,26.55,82.65,105.21,6,0,3.38,clear sky
522,Ranau,MY,5.9538,116.6641,88.56,47,35,3.53,scattered clouds
523,Bethanien,NA,-26.502,17.1583,62.29,60,0,5.26,clear sky
524,Yermakovskoye,RU,53.2831,92.4003,67.5,28,92,15.64,overcast clouds
525,Betsiamites,CA,48.9413,-68.646,37.8,69,65,18.68,broken clouds
526,Uruzgan,AF,32.8333,66.0,69.73,34,98,9.08,overcast clouds
527,Kenai,US,60.5544,-151.2583,42.89,67,20,3.44,few clouds
528,Okhotsk,RU,59.3833,143.3,27.7,84,88,2.84,overcast clouds
529,Nanpara,IN,27.8667,81.5,101.93,7,1,5.35,clear sky
530,Killybegs,IE,54.6333,-8.45,44.73,70,76,13.58,broken clouds
531,Maceio,BR,-9.6658,-35.7353,76.44,88,75,2.3,broken clouds
532,Ostersund,SE,63.1792,14.6357,34.61,75,100,5.01,overcast clouds
533,Jawhar,SO,2.7809,45.5005,84.24,69,100,10.02,overcast clouds
534,Pemba,MZ,-12.974,40.5178,77.7,94,75,6.91,broken clouds
535,Najran,SA,17.4924,44.1277,74.05,18,1,3.11,clear sky
536,Port Macquarie,AU,-31.4333,152.9167,76.89,62,13,7.72,few clouds
537,Kambove,CD,-10.8764,26.5969,59.92,98,18,3.85,few clouds
538,Valparaiso,CL,-33.0393,-71.6273,55.47,79,100,1.14,overcast clouds
539,Kavaratti,IN,10.5669,72.642,83.75,69,89,1.74,overcast clouds
540,Bilibino,RU,68.0546,166.4372,26.02,81,98,1.23,overcast clouds
541,Uvinza,TZ,-5.1036,30.3911,66.29,96,66,3.09,broken clouds
542,Huilong,CN,31.8111,121.655,60.85,51,91,4.5,overcast clouds
543,College,US,64.8569,-147.8028,37.38,42,20,5.75,few clouds
544,Porto Novo,BJ,6.4965,2.6036,75.02,90,100,8.43,light rain
545,Dunmore Town,BS,25.5,-76.65,76.15,79,9,14.97,clear sky
546,Jiblah,YE,13.9216,44.1467,70.2,35,4,2.66,clear sky
547,Souillac,MU,-20.5167,57.5167,75.58,100,40,5.75,scattered clouds
548,Port Moresby,PG,-9.4431,147.1797,89.02,66,40,17.27,scattered clouds
549,Karabuk,TR,41.2049,32.6277,58.44,71,76,0.94,broken clouds
550,Gat,IL,31.61,34.7642,91.78,14,50,12.75,scattered clouds
551,San Jeronimo,PE,-11.9472,-75.2829,44.74,88,39,2.66,scattered clouds
552,Anadyr,RU,64.75,177.4833,32.5,92,75,15.66,light snow
553,Brunswick,US,41.2381,-81.8418,35.46,70,20,11.5,few clouds
554,Groningen,NL,53.25,6.75,44.17,67,0,5.75,clear sky
555,Bahia Blanca,AR,-38.7196,-62.2724,58.82,74,6,7.81,clear sky
556,Mangrol,IN,21.1167,70.1167,86.32,50,0,6.85,clear sky
557,Pechora,RU,65.1472,57.2244,32.14,97,99,8.63,overcast clouds
558,Nouadhibou,MR,20.931,-17.0347,64.38,94,100,8.05,overcast clouds
559,Odweyne,SO,9.4092,45.064,79.56,46,28,5.59,scattered clouds
560,Makinsk,KZ,52.6292,70.4169,48.34,50,100,13.35,overcast clouds
561,Amapa,BR,1.0,-52.0,71.35,100,100,1.45,overcast clouds
562,Vagamo,NO,61.8751,9.0967,34.05,72,92,1.07,overcast clouds
563,Kollo,NE,13.3043,2.339,86.43,11,100,7.38,overcast clouds
564,Durazno,UY,-33.4131,-56.5006,58.71,85,100,9.71,overcast clouds
565,Linxia,CN,35.6003,103.2064,53.17,28,15,7.27,few clouds
566,Svobodnyy,RU,51.4,128.1333,47.17,31,81,14.14,broken clouds
567,Ialibu,PG,-6.2821,143.9935,65.12,89,97,3.11,moderate rain
568,Beloha,MG,-25.1667,45.05,75.58,80,100,7.31,overcast clouds
569,Leh,IN,34.1667,77.5833,44.04,35,1,2.44,clear sky
570,Lunsar,SL,8.6833,-12.5333,74.57,77,97,1.68,overcast clouds
571,Antofagasta,CL,-23.65,-70.4,58.28,82,51,4.32,broken clouds
572,Sambava,MG,-14.2667,50.1667,78.13,75,100,7.92,overcast clouds
573,Smalininkai,LT,55.0735,22.5793,35.89,67,15,5.46,few clouds
574,Sibu,MY,2.3,111.8167,88.11,70,40,8.05,scattered clouds
575,Leningradskiy,RU,69.3833,178.4167,25.88,92,89,10.51,overcast clouds
576,Nemuro,JP,43.3236,145.575,44.01,75,100,15.52,overcast clouds
577,Akhaldaba,GE,41.654,42.1516,59.56,60,83,9.55,broken clouds
578,Lata,PT,40.1629,-8.3327,58.82,97,51,2.13,broken clouds
579,Brainerd,US,46.358,-94.2008,34.09,86,100,11.5,mist
580,Burnie,AU,-41.0667,145.9167,62.6,55,100,6.8,overcast clouds
581,Springbok,ZA,-29.6643,17.8865,59.36,40,0,7.14,clear sky
582,Claveria,PH,18.6074,121.0832,83.01,69,94,15.21,overcast clouds
583,Aksarka,RU,66.5606,67.7975,26.26,88,100,13.91,overcast clouds
584,Dongsheng,CN,39.8161,109.9776,52.38,21,20,14.03,few clouds
585,Mugur-Aksy,RU,50.35,90.5,47.68,22,100,4.45,overcast clouds
586,Dzilam Gonzalez,MX,21.2833,-88.9333,75.92,77,0,7.31,clear sky
587,Batagay-Alyta,RU,67.8006,130.4114,16.77,80,99,7.02,overcast clouds
588,Asamankese,GH,5.8601,-0.6635,74.98,95,98,2.86,overcast clouds
589,Ilhabela,BR,-23.7781,-45.3581,69.03,76,85,0.16,overcast clouds
590,Karlstad,SE,59.3793,13.5036,28.96,77,100,3.44,overcast clouds
591,Namangan,UZ,40.9983,71.6726,75.65,29,67,4.61,broken clouds
592,Kovdor,RU,67.5662,30.4758,35.19,99,100,2.68,overcast clouds
593,Magdalena,PH,14.1999,121.429,88.36,56,63,10.47,broken clouds
594,Sarkand,KZ,45.41,79.9186,77.16,12,7,4.63,clear sky
595,Hobyo,SO,5.3505,48.5268,84.92,69,100,10.0,light rain
596,Viransehir,TR,37.2353,39.7631,63.37,49,100,5.53,overcast clouds
597,Kothi,IN,24.75,80.7833,104.7,7,3,13.38,clear sky
598,Ekhabi,RU,53.5102,142.9671,32.54,69,31,5.5,scattered clouds
599,Morden,CA,49.1919,-98.1014,24.66,93,100,13.8,overcast clouds
600,Landskrona,SE,55.8708,12.8302,39.15,66,25,3.87,scattered clouds
601,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,73.8,90,92,1.41,overcast clouds
602,Samarai,PG,-10.6167,150.6667,80.47,82,100,8.25,overcast clouds
603,Corrales,US,35.2378,-106.6067,65.37,17,0,5.01,clear sky
604,Chateaubelair,VC,13.2833,-61.25,76.87,80,95,11.7,overcast clouds
605,Moctezuma,MX,29.8,-109.6667,74.35,9,24,2.3,few clouds
606,Golspie,GB,57.9727,-3.978,51.94,83,91,3.67,overcast clouds
607,Bitlis,TR,38.5,42.25,45.73,56,100,3.91,overcast clouds
608,Caravelas,BR,-17.7125,-39.2481,76.51,66,79,10.04,broken clouds
609,Pemangkat,ID,1.1667,108.9667,87.48,67,59,11.36,broken clouds
610,Yueyang,CN,29.3333,113.0919,65.57,62,94,3.36,overcast clouds
611,Nabire,ID,-3.3667,135.4833,84.24,77,99,3.49,overcast clouds
612,Isangel,VU,-19.55,169.2667,81.64,76,100,6.78,overcast clouds
613,Eston,CA,51.1501,-108.7514,25.92,89,76,5.86,broken clouds
614,Vila Velha,BR,-20.3297,-40.2925,73.35,81,20,8.05,few clouds
615,Zabol,AF,32.25,67.25,64.44,42,100,8.25,light rain
616,Trapani,IT,37.8333,12.6667,55.49,88,40,16.11,scattered clouds
617,Tete,MZ,-16.1564,33.5867,75.29,88,40,4.61,scattered clouds
618,Kompaniyivka,UA,48.2511,32.208,37.47,76,100,14.16,overcast clouds
619,Parana,AR,-31.732,-60.5238,61.52,87,6,5.77,clear sky
620,Coihaique,CL,-45.5752,-72.0662,52.41,76,75,5.75,broken clouds
621,Olafsvik,IS,64.8945,-23.7142,41.81,72,100,11.05,overcast clouds
622,Ayolas,PY,-27.4,-56.9,57.4,93,21,3.33,few clouds
623,Agadez,NE,19.75,10.25,72.93,23,100,10.02,overcast clouds
624,Srikakulam,IN,18.3,83.9,94.71,43,8,11.5,clear sky
625,Pucallpa,PE,-8.3791,-74.5539,78.84,94,40,0.0,scattered clouds
626,Lewistown,US,40.5992,-77.5714,36.64,89,0,3.44,clear sky
627,Balkhash,KZ,46.844,74.9804,63.21,22,0,13.42,clear sky
628,Qianan,CN,44.9932,124.0581,59.13,15,2,8.68,clear sky
629,Ninghai,CN,29.2892,121.4247,56.68,73,100,2.95,overcast clouds
630,Bitung,ID,1.4451,125.1824,92.25,73,44,9.82,scattered clouds
631,Cabo Rojo,PR,18.0866,-67.1457,78.67,79,100,1.99,overcast clouds
632,Nicoya,CR,10.1483,-85.452,79.18,79,100,3.47,overcast clouds
633,Nkayi,CG,-4.1841,13.2884,73.74,96,100,0.16,overcast clouds
634,Khorinsk,RU,52.1657,109.7726,64.94,32,78,10.96,broken clouds
635,Lomza,PL,53.1781,22.0593,35.04,67,16,7.65,few clouds
636,Kralendijk,BQ,12.15,-68.2667,78.78,89,40,16.11,scattered clouds
637,Zyryanovsk,KZ,49.7386,84.2719,50.88,56,68,1.05,broken clouds
638,Sonoita,MX,31.85,-112.8333,73.49,13,1,3.53,clear sky
639,Tombouctou,ML,20.0,-3.0,68.58,27,0,11.59,clear sky
640,Kochi,IN,9.9399,76.2602,85.98,69,48,1.63,scattered clouds
641,Gogrial,SS,8.5332,28.1004,84.83,46,56,5.53,broken clouds
642,Hetauda,NP,27.4284,85.0322,88.95,18,0,7.65,clear sky
643,Tongliao,CN,43.6125,122.2653,60.98,18,0,6.8,clear sky
644,Santa Ana,US,33.7456,-117.8678,65.44,77,0,5.75,clear sky
645,Katete,UG,-0.7818,29.7544,62.44,88,90,2.13,overcast clouds
646,Pangody,RU,65.85,74.4859,20.3,85,99,13.49,overcast clouds
647,Ugoofaaru,MV,5.6667,73.0,84.25,73,84,8.03,broken clouds
648,Arman,RU,59.7,150.1667,28.33,77,100,3.96,overcast clouds
649,Charters Towers,AU,-20.1,146.2667,86.7,31,2,6.89,clear sky
650,Sai Buri,TH,6.7013,101.6168,89.31,62,97,9.24,overcast clouds
651,Saint Cloud,US,45.5608,-94.1625,33.8,89,100,14.97,overcast clouds
652,Thyboron,DK,56.6985,8.2124,42.98,73,2,8.81,clear sky
653,Khorixas,NA,-20.3667,14.9667,67.51,38,32,3.87,scattered clouds
654,Launceston,AU,-41.45,147.1667,65.8,74,100,16.11,overcast clouds
655,Ishigaki,JP,24.3448,124.1572,77.13,69,75,9.22,broken clouds
656,Tambacounda,SN,13.7539,-13.7586,87.85,23,0,9.22,clear sky
657,Pilar,BR,-9.5972,-35.9567,75.13,87,91,3.22,overcast clouds
658,Dwarka,IN,22.2394,68.9678,83.86,64,6,11.03,clear sky
659,Anloga,GH,5.7947,0.8973,81.97,77,100,5.26,light rain
660,Spornoye,RU,50.8448,37.2913,44.82,90,100,6.02,light rain
661,Caborca,MX,30.5838,-111.101,67.82,19,1,3.13,clear sky
662,Sakakah,SA,29.9697,40.2064,67.57,12,10,8.43,clear sky
663,Illela,NG,13.7292,5.2975,77.88,12,100,7.11,overcast clouds
664,Kurtamysh,RU,54.9103,64.4319,44.53,54,70,6.89,broken clouds
665,Iberia,US,29.9502,-91.7507,74.08,88,100,5.75,overcast clouds
666,Roald,NO,62.5833,6.1333,45.34,93,0,3.44,clear sky
667,Pyay,MM,18.8167,95.2167,100.56,26,13,6.58,few clouds
668,Lasem,ID,-6.6922,111.4527,87.96,64,41,4.79,scattered clouds
669,Hawalli,KW,29.2833,47.9972,79.57,32,0,11.5,clear sky
